occupancy,consumption_kwh,orientation,size_wdc,battery_kwh,pv_kwh,pv_over_cons,direct_kwh,exported_kwh,charged_kwh,discharged_kwh,self_consumption_fraction,effective_savings_fraction,savings_usd,savings_usd_if_100pct
wfh,7000,t90_s,1200,2,1009.5,0.144,979.3,0.0,30.3,27.2,1.0000,0.9970,342,343
wfh,7000,t90_s,1600,0,1346.0,0.192,1206.0,140.0,0.0,0.0,0.8960,0.8960,410,458
wfh,7000,t90_s,1600,1,1346.0,0.192,1206.0,50.9,89.2,80.3,0.9622,0.9556,437,458
wfh,7000,t90_s,1600,2,1346.0,0.192,1206.0,16.1,123.9,111.5,0.9880,0.9788,448,458
wfh,7000,t35_s,400,0,518.1,0.074,518.1,0.0,0.0,0.0,1.0000,1.0000,176,176
wfh,7000,t35_s,400,1,518.1,0.074,518.1,0.0,0.0,0.0,1.0000,1.0000,176,176
wfh,7000,t35_s,400,2,518.1,0.074,518.1,0.0,0.0,0.0,1.0000,1.0000,176,176
wfh,7000,t35_s,800,0,1036.2,0.148,1035.2,1.0,0.0,0.0,0.9990,0.9990,352,352
wfh,7000,t35_s,800,1,1036.2,0.148,1035.2,0.0,1.0,0.9,1.0000,0.9999,352,352
wfh,7000,t35_s,800,2,1036.2,0.148,1035.2,0.0,1.0,0.9,1.0000,0.9999,352,352
wfh,7000,t35_s,1200,0,1554.3,0.222,1475.6,78.7,0.0,0.0,0.9494,0.9494,502,528
wfh,7000,t35_s,1200,1,1554.3,0.222,1475.6,7.0,71.6,64.5,0.9955,0.9909,524,528
wfh,7000,t35_s,1200,2,1554.3,0.222,1475.6,0.0,78.6,70.8,1.0000,0.9949,526,528
wfh,7000,t35_s,1600,0,2072.4,0.296,1759.2,313.2,0.0,0.0,0.8489,0.8489,598,705
wfh,7000,t35_s,1600,1,2072.4,0.296,1759.2,128.7,184.5,166.0,0.9379,0.9290,655,705
wfh,7000,t35_s,1600,2,2072.4,0.296,1759.2,36.3,276.9,249.2,0.9825,0.9691,683,705
wfh,7000,t60_s,400,0,466.5,0.067,466.5,0.0,0.0,0.0,1.0000,1.0000,159,159
wfh,7000,t60_s,400,1,466.5,0.067,466.5,0.0,0.0,0.0,1.0000,1.0000,159,159
wfh,7000,t60_s,400,2,466.5,0.067,466.5,0.0,0.0,0.0,1.0000,1.0000,159,159
wfh,7000,t60_s,800,0,933.0,0.133,932.0,0.9,0.0,0.0,0.9990,0.9990,317,317
wfh,7000,t60_s,800,1,933.0,0.133,932.0,0.0,0.9,0.8,1.0000,0.9999,317,317
wfh,7000,t60_s,800,2,933.0,0.133,932.0,0.0,0.9,0.8,1.0000,0.9999,317,317
wfh,7000,t60_s,1200,0,1399.5,0.200,1324.4,75.0,0.0,0.0,0.9464,0.9464,450,476
wfh,7000,t60_s,1200,1,1399.5,0.200,1324.4,8.2,66.8,60.1,0.9941,0.9894,471,476
wfh,7000,t60_s,1200,2,1399.5,0.200,1324.4,0.3,74.8,67.3,0.9998,0.9945,473,476
wfh,7000,t60_s,1600,0,1866.0,0.267,1586.7,279.3,0.0,0.0,0.8503,0.8503,539,634
wfh,7000,t60_s,1600,1,1866.0,0.267,1586.7,122.3,157.0,141.3,0.9345,0.9260,588,634
wfh,7000,t60_s,1600,2,1866.0,0.267,1586.7,39.2,240.0,216.0,0.9790,0.9661,613,634
wfh,7000,t90_sw,400,0,313.0,0.045,313.0,0.0,0.0,0.0,1.0000,1.0000,106,106
wfh,7000,t90_sw,400,1,313.0,0.045,313.0,0.0,0.0,0.0,1.0000,1.0000,106,106
wfh,7000,t90_sw,400,2,313.0,0.045,313.0,0.0,0.0,0.0,1.0000,1.0000,106,106
wfh,7000,t90_sw,800,0,625.9,0.089,625.5,0.4,0.0,0.0,0.9993,0.9993,213,213
wfh,7000,t90_sw,800,1,625.9,0.089,625.5,0.0,0.4,0.4,1.0000,0.9999,213,213
wfh,7000,t90_sw,800,2,625.9,0.089,625.5,0.0,0.4,0.4,1.0000,0.9999,213,213
wfh,7000,t90_sw,1200,0,938.9,0.134,918.8,20.0,0.0,0.0,0.9787,0.9787,312,319
wfh,7000,t90_sw,1200,1,938.9,0.134,918.8,1.2,18.8,16.9,0.9987,0.9967,318,319
wfh,7000,t90_sw,1200,2,938.9,0.134,918.8,0.0,20.0,18.0,1.0000,0.9979,319,319
wfh,7000,t90_sw,1600,0,1251.8,0.179,1152.1,99.7,0.0,0.0,0.9204,0.9204,392,426
wfh,7000,t90_sw,1600,1,1251.8,0.179,1152.1,18.5,81.2,73.1,0.9852,0.9787,417,426
wfh,7000,t90_sw,1600,2,1251.8,0.179,1152.1,4.2,95.4,85.9,0.9966,0.9890,421,426
wfh,7000,t90_e,400,0,240.9,0.034,240.9,0.0,0.0,0.0,1.0000,1.0000,82,82
wfh,7000,t90_e,400,1,240.9,0.034,240.9,0.0,0.0,0.0,1.0000,1.0000,82,82
wfh,7000,t90_e,400,2,240.9,0.034,240.9,0.0,0.0,0.0,1.0000,1.0000,82,82
wfh,7000,t90_e,800,0,481.8,0.069,481.6,0.2,0.0,0.0,0.9995,0.9995,164,164
wfh,7000,t90_e,800,1,481.8,0.069,481.6,0.0,0.2,0.2,1.0000,1.0000,164,164
wfh,7000,t90_e,800,2,481.8,0.069,481.6,0.0,0.2,0.2,1.0000,1.0000,164,164
wfh,7000,t90_e,1200,0,722.8,0.103,710.2,12.5,0.0,0.0,0.9827,0.9827,241,246
wfh,7000,t90_e,1200,1,722.8,0.103,710.2,0.0,12.5,11.3,1.0000,0.9983,245,246
wfh,7000,t90_e,1200,2,722.8,0.103,710.2,0.0,12.5,11.3,1.0000,0.9983,245,246
wfh,7000,t90_e,1600,0,963.7,0.138,893.7,70.0,0.0,0.0,0.9274,0.9274,304,328
wfh,7000,t90_e,1600,1,963.7,0.138,893.7,2.4,67.6,60.8,0.9975,0.9905,325,328
wfh,7000,t90_e,1600,2,963.7,0.138,893.7,0.0,70.0,63.0,1.0000,0.9927,325,328
wfh,7000,t90_w,400,0,229.7,0.033,229.7,0.0,0.0,0.0,1.0000,1.0000,78,78
wfh,7000,t90_w,400,1,229.7,0.033,229.7,0.0,0.0,0.0,1.0000,1.0000,78,78
wfh,7000,t90_w,400,2,229.7,0.033,229.7,0.0,0.0,0.0,1.0000,1.0000,78,78
wfh,7000,t90_w,800,0,459.3,0.066,459.3,0.0,0.0,0.0,1.0000,1.0000,156,156
wfh,7000,t90_w,800,1,459.3,0.066,459.3,0.0,0.0,0.0,1.0000,1.0000,156,156
wfh,7000,t90_w,800,2,459.3,0.066,459.3,0.0,0.0,0.0,1.0000,1.0000,156,156
wfh,7000,t90_w,1200,0,689.0,0.098,687.5,1.5,0.0,0.0,0.9979,0.9979,234,234
wfh,7000,t90_w,1200,1,689.0,0.098,687.5,0.0,1.5,1.3,1.0000,0.9998,234,234
wfh,7000,t90_w,1200,2,689.0,0.098,687.5,0.0,1.5,1.3,1.0000,0.9998,234,234
wfh,7000,t90_w,1600,0,918.7,0.131,901.2,17.5,0.0,0.0,0.9810,0.9810,306,312
wfh,7000,t90_w,1600,1,918.7,0.131,901.2,0.2,17.3,15.6,0.9998,0.9979,312,312
wfh,7000,t90_w,1600,2,918.7,0.131,901.2,0.0,17.5,15.7,1.0000,0.9981,312,312
away,2400,t90_s,400,0,336.5,0.140,289.0,47.5,0.0,0.0,0.8589,0.8589,98,114
away,2400,t90_s,400,1,336.5,0.140,289.0,0.7,46.7,42.0,0.9978,0.9839,113,114
away,2400,t90_s,400,2,336.5,0.140,289.0,0.0,47.5,42.7,1.0000,0.9859,113,114
away,2400,t90_s,800,0,673.0,0.280,420.8,252.2,0.0,0.0,0.6253,0.6253,143,229
away,2400,t90_s,800,1,673.0,0.280,420.8,82.4,169.8,152.8,0.8775,0.8523,195,229
away,2400,t90_s,800,2,673.0,0.280,420.8,16.9,235.2,211.7,0.9748,0.9399,215,229
away,2400,t90_s,1200,0,1009.5,0.421,491.8,517.7,0.0,0.0,0.4871,0.4871,167,343
away,2400,t90_s,1200,1,1009.5,0.421,491.8,272.4,245.4,220.8,0.7302,0.7059,242,343
away,2400,t90_s,1200,2,1009.5,0.421,491.8,138.4,379.3,341.4,0.8629,0.8253,283,343
away,2400,t90_s,1600,0,1346.0,0.561,540.9,805.2,0.0,0.0,0.4018,0.4018,184,458
away,2400,t90_s,1600,1,1346.0,0.561,540.9,513.5,291.7,262.5,0.6185,0.5968,273,458
away,2400,t90_s,1600,2,1346.0,0.561,540.9,329.0,476.2,428.6,0.7556,0.7202,330,458
away,2400,t35_s,400,0,518.1,0.216,405.1,113.0,0.0,0.0,0.7819,0.7819,138,176
away,2400,t35_s,400,1,518.1,0.216,405.1,0.6,112.4,101.1,0.9988,0.9771,172,176
away,2400,t35_s,400,2,518.1,0.216,405.1,0.0,113.0,101.7,1.0000,0.9782,172,176
away,2400,t35_s,800,0,1036.2,0.432,547.3,488.9,0.0,0.0,0.5282,0.5282,186,352
away,2400,t35_s,800,1,1036.2,0.432,547.3,215.3,273.7,246.3,0.7923,0.7658,270,352
away,2400,t35_s,800,2,1036.2,0.432,547.3,48.0,440.9,396.8,0.9537,0.9111,321,352
away,2400,t35_s,1200,0,1554.3,0.648,617.3,937.0,0.0,0.0,0.3972,0.3972,210,528
away,2400,t35_s,1200,1,1554.3,0.648,617.3,620.0,317.0,285.3,0.6011,0.5807,307,528
away,2400,t35_s,1200,2,1554.3,0.648,617.3,361.6,575.4,517.9,0.7674,0.7304,386,528
away,2400,t35_s,1600,0,2072.4,0.864,660.1,1412.3,0.0,0.0,0.3185,0.3185,224,705
away,2400,t35_s,1600,1,2072.4,0.864,660.1,1075.8,336.5,302.9,0.4809,0.4647,327,705
away,2400,t35_s,1600,2,2072.4,0.864,660.1,785.0,627.3,564.6,0.6212,0.5909,416,705
away,2400,t60_s,400,0,466.5,0.194,370.5,96.0,0.0,0.0,0.7941,0.7941,126,159
away,2400,t60_s,400,1,466.5,0.194,370.5,1.2,94.8,85.3,0.9974,0.9771,155,159
away,2400,t60_s,400,2,466.5,0.194,370.5,0.0,96.0,86.4,1.0000,0.9794,155,159
away,2400,t60_s,800,0,933.0,0.389,503.3,429.7,0.0,0.0,0.5394,0.5394,171,317
away,2400,t60_s,800,1,933.0,0.389,503.3,173.2,256.6,230.9,0.8144,0.7869,250,317
away,2400,t60_s,800,2,933.0,0.389,503.3,41.6,388.1,349.3,0.9554,0.9138,290,317
away,2400,t60_s,1200,0,1399.5,0.583,572.1,827.4,0.0,0.0,0.4088,0.4088,195,476
away,2400,t60_s,1200,1,1399.5,0.583,572.1,521.8,305.5,275.0,0.6271,0.6053,288,476
away,2400,t60_s,1200,2,1399.5,0.583,572.1,287.1,540.2,486.2,0.7948,0.7562,360,476
away,2400,t60_s,1600,0,1866.0,0.777,614.1,1251.8,0.0,0.0,0.3291,0.3291,209,634
away,2400,t60_s,1600,1,1866.0,0.777,614.1,923.0,328.8,295.9,0.5053,0.4877,309,634
away,2400,t60_s,1600,2,1866.0,0.777,614.1,646.5,605.3,544.8,0.6535,0.6211,394,634
away,2400,t90_sw,400,0,313.0,0.130,270.9,42.1,0.0,0.0,0.8656,0.8656,92,106
away,2400,t90_sw,400,1,313.0,0.130,270.9,0.0,42.1,37.9,1.0000,0.9865,105,106
away,2400,t90_sw,400,2,313.0,0.130,270.9,0.0,42.1,37.9,1.0000,0.9866,105,106
away,2400,t90_sw,800,0,625.9,0.261,391.9,234.0,0.0,0.0,0.6261,0.6261,133,213
away,2400,t90_sw,800,1,625.9,0.261,391.9,46.8,187.2,168.5,0.9252,0.8953,191,213
away,2400,t90_sw,800,2,625.9,0.261,391.9,3.4,230.6,207.5,0.9945,0.9577,204,213
away,2400,t90_sw,1200,0,938.9,0.391,471.3,467.5,0.0,0.0,0.5020,0.5020,160,319
away,2400,t90_sw,1200,1,938.9,0.391,471.3,209.9,257.6,231.8,0.7764,0.7489,239,319
away,2400,t90_sw,1200,2,938.9,0.391,471.3,67.1,400.4,360.4,0.9285,0.8859,283,319
away,2400,t90_sw,1600,0,1251.8,0.522,528.9,722.9,0.0,0.0,0.4225,0.4225,180,426
away,2400,t90_sw,1600,1,1251.8,0.522,528.9,429.0,294.0,264.6,0.6573,0.6338,270,426
away,2400,t90_sw,1600,2,1251.8,0.522,528.9,221.5,501.5,451.3,0.8231,0.7830,333,426
away,2400,t90_e,400,0,240.9,0.100,233.9,7.1,0.0,0.0,0.9707,0.9707,80,82
away,2400,t90_e,400,1,240.9,0.100,233.9,0.0,7.1,6.4,1.0000,0.9971,82,82
away,2400,t90_e,400,2,240.9,0.100,233.9,0.0,7.1,6.4,1.0000,0.9971,82,82
away,2400,t90_e,800,0,481.8,0.201,374.4,107.4,0.0,0.0,0.7770,0.7770,127,164
away,2400,t90_e,800,1,481.8,0.201,374.4,0.7,106.8,96.1,0.9986,0.9765,160,164
away,2400,t90_e,800,2,481.8,0.201,374.4,0.0,107.4,96.7,1.0000,0.9777,160,164
away,2400,t90_e,1200,0,722.8,0.301,453.7,269.1,0.0,0.0,0.6277,0.6277,154,246
away,2400,t90_e,1200,1,722.8,0.301,453.7,51.3,217.7,196.0,0.9290,0.8988,221,246
away,2400,t90_e,1200,2,722.8,0.301,453.7,1.5,267.6,240.8,0.9980,0.9609,236,246
away,2400,t90_e,1600,0,963.7,0.402,512.1,451.6,0.0,0.0,0.5313,0.5313,174,328
away,2400,t90_e,1600,1,963.7,0.402,512.1,190.1,261.5,235.4,0.8027,0.7756,254,328
away,2400,t90_e,1600,2,963.7,0.402,512.1,37.7,413.9,372.5,0.9609,0.9179,301,328
away,2400,t90_w,400,0,229.7,0.096,211.4,18.3,0.0,0.0,0.9204,0.9204,72,78
away,2400,t90_w,400,1,229.7,0.096,211.4,0.0,18.3,16.5,1.0000,0.9920,77,78
away,2400,t90_w,400,2,229.7,0.096,211.4,0.0,18.3,16.5,1.0000,0.9920,77,78
away,2400,t90_w,800,0,459.3,0.191,340.0,119.4,0.0,0.0,0.7401,0.7401,116,156
away,2400,t90_w,800,1,459.3,0.191,340.0,1.2,118.1,106.3,0.9973,0.9716,152,156
away,2400,t90_w,800,2,459.3,0.191,340.0,0.0,119.4,107.4,1.0000,0.9740,152,156
away,2400,t90_w,1200,0,689.0,0.287,431.8,257.2,0.0,0.0,0.6267,0.6267,147,234
away,2400,t90_w,1200,1,689.0,0.287,431.8,49.9,207.3,186.6,0.9276,0.8976,210,234
away,2400,t90_w,1200,2,689.0,0.287,431.8,1.2,256.0,230.4,0.9983,0.9611,225,234
away,2400,t90_w,1600,0,918.7,0.383,499.6,419.1,0.0,0.0,0.5438,0.5438,170,312
away,2400,t90_w,1600,1,918.7,0.383,499.6,159.8,259.2,233.3,0.8260,0.7978,249,312
away,2400,t90_w,1600,2,918.7,0.383,499.6,30.5,388.6,349.7,0.9668,0.9245,289,312
away,3400,t90_s,400,0,336.5,0.099,293.6,42.9,0.0,0.0,0.8726,0.8726,100,114
away,3400,t90_s,400,1,336.5,0.099,293.6,0.6,42.3,38.1,0.9983,0.9857,113,114
away,3400,t90_s,400,2,336.5,0.099,293.6,0.0,42.9,38.6,1.0000,0.9873,113,114
away,3400,t90_s,800,0,673.0,0.198,453.5,219.5,0.0,0.0,0.6738,0.6738,154,229
away,3400,t90_s,800,1,673.0,0.198,453.5,68.8,150.7,135.6,0.8977,0.8754,200,229
away,3400,t90_s,800,2,673.0,0.198,453.5,13.5,206.0,185.4,0.9799,0.9493,217,229
away,3400,t90_s,1200,0,1009.5,0.297,547.1,462.4,0.0,0.0,0.5419,0.5419,186,343
away,3400,t90_s,1200,1,1009.5,0.297,547.1,232.4,230.0,207.0,0.7698,0.7470,256,343
away,3400,t90_s,1200,2,1009.5,0.297,547.1,111.1,351.3,316.2,0.8899,0.8551,294,343
away,3400,t90_s,1600,0,1346.0,0.396,613.0,733.1,0.0,0.0,0.4554,0.4554,208,458
away,3400,t90_s,1600,1,1346.0,0.396,613.0,456.8,276.3,248.7,0.6606,0.6401,293,458
away,3400,t90_s,1600,2,1346.0,0.396,613.0,282.8,450.3,405.3,0.7899,0.7565,346,458
away,3400,t35_s,400,0,518.1,0.152,414.8,103.3,0.0,0.0,0.8006,0.8006,141,176
away,3400,t35_s,400,1,518.1,0.152,414.8,0.4,102.9,92.6,0.9992,0.9793,173,176
away,3400,t35_s,400,2,518.1,0.152,414.8,0.0,103.3,93.0,1.0000,0.9801,173,176
away,3400,t35_s,800,0,1036.2,0.305,608.6,427.6,0.0,0.0,0.5873,0.5873,207,352
away,3400,t35_s,800,1,1036.2,0.305,608.6,180.0,247.6,222.9,0.8263,0.8024,283,352
away,3400,t35_s,800,2,1036.2,0.305,608.6,37.4,390.2,351.2,0.9639,0.9263,326,352
away,3400,t35_s,1200,0,1554.3,0.457,714.6,839.7,0.0,0.0,0.4598,0.4598,243,528
away,3400,t35_s,1200,1,1554.3,0.457,714.6,536.9,302.8,272.5,0.6546,0.6351,336,528
away,3400,t35_s,1200,2,1554.3,0.457,714.6,300.3,539.4,485.4,0.8068,0.7721,408,528
away,3400,t35_s,1600,0,2072.4,0.610,782.9,1289.5,0.0,0.0,0.3778,0.3778,266,705
away,3400,t35_s,1600,1,2072.4,0.610,782.9,962.6,326.9,294.2,0.5355,0.5198,366,705
away,3400,t35_s,1600,2,2072.4,0.610,782.9,681.8,607.7,547.0,0.6710,0.6417,452,705
away,3400,t60_s,400,0,466.5,0.137,379.8,86.7,0.0,0.0,0.8141,0.8141,129,159
away,3400,t60_s,400,1,466.5,0.137,379.8,1.0,85.8,77.2,0.9979,0.9796,155,159
away,3400,t60_s,400,2,466.5,0.137,379.8,0.0,86.7,78.0,1.0000,0.9814,156,159
away,3400,t60_s,800,0,933.0,0.274,555.1,377.9,0.0,0.0,0.5949,0.5949,189,317
away,3400,t60_s,800,1,933.0,0.274,555.1,143.7,234.2,210.8,0.8460,0.8209,260,317
away,3400,t60_s,800,2,933.0,0.274,555.1,33.1,344.8,310.3,0.9645,0.9275,294,317
away,3400,t60_s,1200,0,1399.5,0.412,655.6,743.8,0.0,0.0,0.4685,0.4685,223,476
away,3400,t60_s,1200,1,1399.5,0.412,655.6,456.4,287.5,258.7,0.6739,0.6534,311,476
away,3400,t60_s,1200,2,1399.5,0.412,655.6,237.4,506.4,455.8,0.8303,0.7941,378,476
away,3400,t60_s,1600,0,1866.0,0.549,721.0,1144.9,0.0,0.0,0.3864,0.3864,245,634
away,3400,t60_s,1600,1,1866.0,0.549,721.0,827.5,317.4,285.7,0.5565,0.5395,342,634
away,3400,t60_s,1600,2,1866.0,0.549,721.0,567.3,577.7,519.9,0.6960,0.6650,422,634
away,3400,t90_sw,400,0,313.0,0.092,275.2,37.8,0.0,0.0,0.8793,0.8793,94,106
away,3400,t90_sw,400,1,313.0,0.092,275.2,0.0,37.8,34.0,1.0000,0.9879,105,106
away,3400,t90_sw,400,2,313.0,0.092,275.2,0.0,37.8,34.0,1.0000,0.9879,105,106
away,3400,t90_sw,800,0,625.9,0.184,417.1,208.8,0.0,0.0,0.6664,0.6664,142,213
away,3400,t90_sw,800,1,625.9,0.184,417.1,41.2,167.6,150.8,0.9341,0.9074,193,213
away,3400,t90_sw,800,2,625.9,0.184,417.1,3.2,205.6,185.1,0.9949,0.9621,205,213
away,3400,t90_sw,1200,0,938.9,0.276,511.7,427.2,0.0,0.0,0.5450,0.5450,174,319
away,3400,t90_sw,1200,1,938.9,0.276,511.7,184.1,243.0,218.7,0.8039,0.7780,248,319
away,3400,t90_sw,1200,2,938.9,0.276,511.7,59.0,368.2,331.4,0.9372,0.8980,287,319
away,3400,t90_sw,1600,0,1251.8,0.368,584.2,667.6,0.0,0.0,0.4667,0.4667,199,426
away,3400,t90_sw,1600,1,1251.8,0.368,584.2,390.7,276.9,249.2,0.6879,0.6658,283,426
away,3400,t90_sw,1600,2,1251.8,0.368,584.2,193.2,474.4,427.0,0.8457,0.8078,344,426
away,3400,t90_e,400,0,240.9,0.071,235.3,5.6,0.0,0.0,0.9769,0.9769,80,82
away,3400,t90_e,400,1,240.9,0.071,235.3,0.0,5.6,5.0,1.0000,0.9977,82,82
away,3400,t90_e,400,2,240.9,0.071,235.3,0.0,5.6,5.0,1.0000,0.9977,82,82
away,3400,t90_e,800,0,481.8,0.142,418.3,63.6,0.0,0.0,0.8681,0.8681,142,164
away,3400,t90_e,800,1,481.8,0.142,418.3,0.3,63.2,56.9,0.9993,0.9862,162,164
away,3400,t90_e,800,2,481.8,0.142,418.3,0.0,63.6,57.2,1.0000,0.9868,162,164
away,3400,t90_e,1200,0,722.8,0.213,530.3,192.5,0.0,0.0,0.7337,0.7337,180,246
away,3400,t90_e,1200,1,722.8,0.213,530.3,18.1,174.3,156.9,0.9749,0.9508,234,246
away,3400,t90_e,1200,2,722.8,0.213,530.3,0.8,191.6,172.4,0.9988,0.9723,239,246
away,3400,t90_e,1600,0,963.7,0.283,605.0,358.7,0.0,0.0,0.6278,0.6278,206,328
away,3400,t90_e,1600,1,963.7,0.283,605.0,117.9,240.8,216.7,0.8777,0.8527,279,328
away,3400,t90_e,1600,2,963.7,0.283,605.0,13.8,344.9,310.4,0.9857,0.9499,311,328
away,3400,t90_w,400,0,229.7,0.068,213.2,16.4,0.0,0.0,0.9284,0.9284,72,78
away,3400,t90_w,400,1,229.7,0.068,213.2,0.0,16.4,14.8,1.0000,0.9928,78,78
away,3400,t90_w,400,2,229.7,0.068,213.2,0.0,16.4,14.8,1.0000,0.9928,78,78
away,3400,t90_w,800,0,459.3,0.135,351.2,108.1,0.0,0.0,0.7646,0.7646,119,156
away,3400,t90_w,800,1,459.3,0.135,351.2,1.0,107.1,96.4,0.9979,0.9745,152,156
away,3400,t90_w,800,2,459.3,0.135,351.2,0.0,108.1,97.3,1.0000,0.9765,152,156
away,3400,t90_w,1200,0,689.0,0.203,459.5,229.5,0.0,0.0,0.6669,0.6669,156,234
away,3400,t90_w,1200,1,689.0,0.203,459.5,43.2,186.4,167.7,0.9374,0.9103,213,234
away,3400,t90_w,1200,2,689.0,0.203,459.5,1.0,228.5,205.6,0.9985,0.9654,226,234
away,3400,t90_w,1600,0,918.7,0.270,544.0,374.6,0.0,0.0,0.5922,0.5922,185,312
away,3400,t90_w,1600,1,918.7,0.270,544.0,138.2,236.4,212.8,0.8496,0.8238,257,312
away,3400,t90_w,1600,2,918.7,0.270,544.0,22.0,352.7,317.4,0.9761,0.9377,293,312
away,4200,t90_s,400,0,336.5,0.080,295.0,41.5,0.0,0.0,0.8766,0.8766,100,114
away,4200,t90_s,400,1,336.5,0.080,295.0,0.5,41.0,36.9,0.9985,0.9863,113,114
away,4200,t90_s,400,2,336.5,0.080,295.0,0.0,41.5,37.4,1.0000,0.9877,113,114
away,4200,t90_s,800,0,673.0,0.160,467.1,206.0,0.0,0.0,0.6940,0.6940,159,229
away,4200,t90_s,800,1,673.0,0.160,467.1,65.8,140.1,126.1,0.9022,0.8814,202,229
away,4200,t90_s,800,2,673.0,0.160,467.1,13.0,193.0,173.7,0.9807,0.9520,218,229
away,4200,t90_s,1200,0,1009.5,0.240,576.3,433.3,0.0,0.0,0.5708,0.5708,196,343
away,4200,t90_s,1200,1,1009.5,0.240,576.3,213.2,220.1,198.1,0.7888,0.7670,263,343
away,4200,t90_s,1200,2,1009.5,0.240,576.3,101.7,331.6,298.4,0.8993,0.8664,297,343
away,4200,t90_s,1600,0,1346.0,0.320,654.9,691.1,0.0,0.0,0.4865,0.4865,223,458
away,4200,t90_s,1600,1,1346.0,0.320,654.9,423.6,267.5,240.8,0.6853,0.6654,305,458
away,4200,t90_s,1600,2,1346.0,0.320,654.9,256.7,434.4,391.0,0.8093,0.7770,356,458
away,4200,t35_s,400,0,518.1,0.123,417.5,100.6,0.0,0.0,0.8058,0.8058,142,176
away,4200,t35_s,400,1,518.1,0.123,417.5,0.4,100.3,90.2,0.9993,0.9800,173,176
away,4200,t35_s,400,2,518.1,0.123,417.5,0.0,100.6,90.5,1.0000,0.9806,173,176
away,4200,t35_s,800,0,1036.2,0.247,634.2,402.0,0.0,0.0,0.6120,0.6120,216,352
away,4200,t35_s,800,1,1036.2,0.247,634.2,174.1,227.9,205.1,0.8320,0.8100,285,352
away,4200,t35_s,800,2,1036.2,0.247,634.2,34.9,367.1,330.4,0.9664,0.9309,328,352
away,4200,t35_s,1200,0,1554.3,0.370,768.7,785.6,0.0,0.0,0.4946,0.4946,261,528
away,4200,t35_s,1200,1,1554.3,0.370,768.7,496.1,289.5,260.5,0.6808,0.6622,350,528
away,4200,t35_s,1200,2,1554.3,0.370,768.7,273.5,512.1,460.9,0.8241,0.7911,418,528
away,4200,t35_s,1600,0,2072.4,0.493,857.8,1214.6,0.0,0.0,0.4139,0.4139,292,705
away,4200,t35_s,1600,1,2072.4,0.493,857.8,894.9,319.7,287.7,0.5682,0.5528,389,705
away,4200,t35_s,1600,2,2072.4,0.493,857.8,626.7,587.9,529.1,0.6976,0.6692,472,705
away,4200,t60_s,400,0,466.5,0.111,382.3,84.2,0.0,0.0,0.8194,0.8194,130,159
away,4200,t60_s,400,1,466.5,0.111,382.3,0.9,83.4,75.0,0.9982,0.9803,155,159
away,4200,t60_s,400,2,466.5,0.111,382.3,0.0,84.2,75.8,1.0000,0.9819,156,159
away,4200,t60_s,800,0,933.0,0.222,577.3,355.6,0.0,0.0,0.6188,0.6188,196,317
away,4200,t60_s,800,1,933.0,0.222,577.3,137.6,218.1,196.3,0.8526,0.8292,263,317
away,4200,t60_s,800,2,933.0,0.222,577.3,31.8,323.8,291.4,0.9659,0.9312,295,317
away,4200,t60_s,1200,0,1399.5,0.333,701.2,698.2,0.0,0.0,0.5011,0.5011,238,476
away,4200,t60_s,1200,1,1399.5,0.333,701.2,422.1,276.1,248.5,0.6984,0.6786,323,476
away,4200,t60_s,1200,2,1399.5,0.333,701.2,215.4,482.8,434.5,0.8461,0.8116,386,476
away,4200,t60_s,1600,0,1866.0,0.444,784.9,1081.1,0.0,0.0,0.4206,0.4206,267,634
away,4200,t60_s,1600,1,1866.0,0.444,784.9,774.1,307.0,276.3,0.5851,0.5687,361,634
away,4200,t60_s,1600,2,1866.0,0.444,784.9,523.8,557.2,501.5,0.7193,0.6894,437,634
away,4200,t90_sw,400,0,313.0,0.075,276.7,36.3,0.0,0.0,0.8841,0.8841,94,106
away,4200,t90_sw,400,1,313.0,0.075,276.7,0.0,36.3,32.6,1.0000,0.9884,105,106
away,4200,t90_sw,400,2,313.0,0.075,276.7,0.0,36.3,32.6,1.0000,0.9884,105,106
away,4200,t90_sw,800,0,625.9,0.149,427.6,198.3,0.0,0.0,0.6832,0.6832,145,213
away,4200,t90_sw,800,1,625.9,0.149,427.6,39.9,158.4,142.6,0.9363,0.9110,194,213
away,4200,t90_sw,800,2,625.9,0.149,427.6,3.1,195.2,175.7,0.9951,0.9639,205,213
away,4200,t90_sw,1200,0,938.9,0.224,533.5,405.3,0.0,0.0,0.5683,0.5683,181,319
away,4200,t90_sw,1200,1,938.9,0.224,533.5,174.0,231.3,208.2,0.8147,0.7900,252,319
away,4200,t90_sw,1200,2,938.9,0.224,533.5,55.4,350.0,315.0,0.9410,0.9037,288,319
away,4200,t90_sw,1600,0,1251.8,0.298,614.1,637.7,0.0,0.0,0.4906,0.4906,209,426
away,4200,t90_sw,1600,1,1251.8,0.298,614.1,369.5,268.2,241.3,0.7048,0.6834,291,426
away,4200,t90_sw,1600,2,1251.8,0.298,614.1,181.3,456.4,410.7,0.8552,0.8187,348,426
away,4200,t90_e,400,0,240.9,0.057,235.7,5.2,0.0,0.0,0.9785,0.9785,80,82
away,4200,t90_e,400,1,240.9,0.057,235.7,0.0,5.2,4.7,1.0000,0.9978,82,82
